address,city,country,,,,,,,latitude,,longitude,,,property_name,,,,room_count,room_type,similar_hotel,,,,sitename,special_tag,state,uniq_id,zone
"Fatehabad Road Agra, Taj Ganj, 282001 Agra, India – This neighbourhood is a great choice for travellers interested in ancient landmarks, architecture, and monuments – Check location Great location -",agra,India,,,,,,,27.16084366,,78.03096281,,,Crystal Sarovar Premiere Agra,,,,136,Deluxe Double Room,Radisson Blu Agra Taj East Gate|The Coral Tree Homestay,,,,http://www.booking.com/,Share,Uttar Pradesh,64b2f80a866c79bc713b7c7cd8677409,Taj Ganj
"Opp. Akashwani, Jalna Road Kailash Nagar Mondha Aurangabad, Maharashtra, 431001 Aurangabad, India – Show map",aurangabad,India,,,,,,,19.87518805,,75.35072923,,,Vista Rooms At Jalna Road,,,,1,Standard Double Room,Vits Aurangabad|Hotel Krishna Inn|Hotel Green Olive,,,,http://www.booking.com/,Share,Maharashtra,c0bcd1473bb711a48b3b9f394a45991e,
"Near Salikha Hanuman Mandir,Kalaji Goraji, Lake Palace Road, Udaipur, 313001 Udaipur, India – Great location -",udaipur,India,,,,,,,24.57429783,,73.68905506,,,OYO Rooms Lake Palace Road,,,,16,Superior Double Room,Mewar Avenue Guest House|Hotel Ramnivas,,,,http://www.booking.com/,Share,Rajasthan,c3cfac9ffaa1cab1a8afed58d0cc0f7c,
"C-1077, Sushant Lok Phase-1, Gurgaon, 122002 Gurgaon, India – Show map",gurgaon,India,,,,,,,28.45973131,,77.08508044,,,SKS Hospitality,,,,8,Deluxe Twin Room,The Lodhi,,,,http://www.booking.com/,Share,Haryana,a26969a6e177fb13daa9dc45c8b1cc3b,
"PAKKALI PALLAM ROAD,CHUNDALE POST, CHUNDALE, WAYANAD, KERALA, INDIA, 673123 Vythiri, India – Show map",vythiri,India,,,,,,,11.56439614,,76.07386351,,,Green Garden Home Stay.,,,,7,Two-Bedroom House,Vythiri Meadows|Meenmutty Heights,,,,http://www.booking.com/,Share,Kerala,5b86842abdb3401ecfe88b7cc8a36662,
"A wing, 1501, Trishual Terrace Annex, Sector No.15, Ghansoli, 400701 Navi Mumbai, India – Show map",navi mumbai,India,,,,,,,19.09398698,,73.01253447,,,Primo Mansion,,,,28,Two-Bedroom House,,,,,http://www.booking.com/,Share,Maharashtra,b21185e0afda0d790e32416631732d3b,
"334/1 Agarwado, Next To Thomas Bar, Calangute, Bardez, 403515 Baga, India – Show map",baga,India,,,,,,,15.5564158,,73.76135704,,,Kalki Resort And Cottages,,,,24,Deluxe Double Room,Hotel Rezos|Zense Resort|Resort Rio,,,,http://www.booking.com/,Share,Goa,124edcb4c6f12bbc67d518e1dd1f4cb2,
,hodal,India,,,,,,,27.99501185,,77.24995942,,,,,,,,Super Deluxe Double Room,,,,,http://www.booking.com/,,Haryana,84198a2ee0013a8f5ba4aad8fb1d2f18,
"Exhibition Road, 800001 Patna, India – Show map",patna,India,,,,,,,25.60865584,,85.14186233,,,Hotel Windsor,,,,77,Budget Double Room,World Choice Savera Premier Hotel,,,,http://www.booking.com/,Share,Bihar,2a74d0e2af210f702926846c12a04de8,
"Fort Tiracol Heritage Hotel, Terekhol Village, 403524 Arambol, India – Great location -",arambol,India,,,,,,,15.72159896,,73.68625224,,,Fort Tiracol,,,,7,Deluxe Room,Novotel Goa Resort & Spa,,,,http://www.booking.com/,Share,Goa,ec433839ada7c9a5dbe3d8ae1abbc487,
,calangute,India,,,,,,,15.55118934,,73.77336234,,,,,,,,Suite,,,,,http://www.booking.com/,,Goa,9ee3edd0c66177070657f35214ae7294,
"NH-62, Opp. Om Banna Temple, CHOTILA, Dist.-Pali (Raj.), 306421 Khairla, India – Show map",khairla,India,,,,,,,25.89104546,,73.19981217,,,Hotel Rajputana Heights,,,,10,Deluxe Double Room,,,,,http://www.booking.com/,Share,Rajasthan,5a7bd5707ed3681faf321afcd0c491bf,
"Xion Complex, Wakad Road, 411057 Pune, India – Great location -",pune,India,,,,,,,18.59711874,,73.71884309,,,The Gateway Hotel Hinjawadi,,,,150,Deluxe King Room with City View,Holiday Inn Pune Hinjewadi|Treebo Grand Emerald,,,,http://www.booking.com/,Share,Maharashtra,361cbb561d5f66d2f5c3ace304c0473e,
,chandīgarh,India,,,,,,,30.70315841,,76.77931264,,,,,,,,Deluxe Twin Room with City View,,,,,http://www.booking.com/,,Chandigarh,500da449a661f4fe32f03f0c72a0d69f,
"No : 1, Sarojini street, opp : Karur vysya Bank , T.Nagar ,chennai, T - Nagar, 600017 Chennai, India – This neighbourhood is a great choice for travellers interested in shopping for clothes, shopping, and food – Check location Show map",chennai,India,,,,,,,13.03654161,,80.23375511,,,Hotel Malainn,,,,14,Deluxe Double Room,Ibis Chennai City Centre|La Woods Hotel|Hyatt Regency Chennai,,,,http://www.booking.com/,Share,Tamil Nadu,b2d79a6bfd675341698774857d396a93,T - Nagar
"Village Himmatpur, PO Gaibua, 244715 Belparāo, India – Show map",belparāo,India,,,,,,,29.31167777,,79.19742197,,,Corbett Holiday Forest Resort,,,,20,One-Bedroom Chalet,Corbett Treat Resort Unit of Staayz Hotels,,,,http://www.booking.com/,Share,Uttarakhand,abdc551a8da59eadea05a261b774cb08,
,gurgaon,India,,,,,,,28.45279485,,77.04236761,,,,,,,,Executive Double Room,,,,,http://www.booking.com/,,Haryana,33aceba8afce0f5384d8434cc8974ca4,
,gurgaon,India,,,,,,,28.45279485,,77.04236761,,,,,,,,Executive Double Room,,,,,http://www.booking.com/,,Haryana,390c887b67fb581a4677ac17a3dfa5b6,
"Dev Villas New Aatish Market, Gopalpura Byepass, NH 8, Mansarovar Jaipur, 302019 Jaipur, India – Show map",jaipur,India,,,,,,,26.87968214,,75.76361507,,,OYO Rooms Aatish Market,,,,10,Executive Double Room,Umaid Mahal - Heritage Style Hotel|Radisson Blu Hotel Jaipur,,,,http://www.booking.com/,Share,Rajasthan,a4c3e40cf5b20bb723812d0574cf7ee7,
"Modi no. 3, Sitabuldi, 440012 Nagpur, India – Show map",nagpur,India,,,,,,,21.14350618,,79.08371508,,,Hotel Amrta,,,,42,Budget Double Room with Cooler,"Mango Hotels, Nagpur -Central Avenue Road",,,,http://www.booking.com/,Share,Maharashtra,9b7550036531a2475b8fbaea1a7aa90a,
"Ghat No 2 Asha Bagh Bridge,Nageen Lake, 190006 Srinagar, India – Show map",srinagar,India,,,,,,,34.11443681,,74.82936144,,,ST James Palace,,,,3,Deluxe Double Room (2 Adults + 1 Child),Houseboat Lily of Nageen,,,,http://www.booking.com/,Share,Jammu & Kashmir,a86c5d23e2c28f695961b83b8cb22b49,
"Kothi - Yash Palace Road, Bhavani Nagar, 414001 Ahmadnagar, India – Show map",ahmadnagar,India,,,,,,,19.08129004,,74.73547803,,,Hotel Chanakya,,,,20,Economy Double Room,Hotel Panchsheel,,,,http://www.booking.com/,Share,Maharashtra,5dbfa9c27b9a53e58e7bbfa968f06fc0,
"E-4 / 244, Near Courtyard Marriott ,Taj Nagari, Opp:T.D.I.Mall, Fatehabad Road, Taj Ganj, 282001 Agra, India – This neighbourhood is a great choice for travellers interested in ancient landmarks, architecture, and monuments – Check location Great location -",agra,India,,,,,,,27.14702192,,78.06116581,,,Vimegh Homestay,,,,3,Deluxe Twin Room,Seven Hills Tower,,,,http://www.booking.com/,Share,Uttar Pradesh,0069e2e83ba419c04ce58c8dbaea847a,Taj Ganj
"Sonajhuripally, Birbhum, 731235 Shānti Niketan, India – Show map",shānti niketan,India,,,,,,,23.68141393,,87.67707825,,,Muktadhara Guest House,,,,1,Standard Double Room,Vasundhara Inn Guest House|Deer Park Eco Home,,,,http://www.booking.com/,Share,West Bengal,2ef42ffa56ec1205b37e4bba5d9ee101,
"SD-4A, Kabir Marg, Sen Colony, Bani Park, Jaipur, Rajasthan 302016, 302016 Jaipur, India – Show map",jaipur,India,,,,,,,26.92490891,,75.78761548,,,Vista Rooms At Bani Park,,,,4,Standard Double Room,"Treebo Signature Inn|Hotel Vimal Heritage|Zone By The Park , Bani Park Jaipur",,,,http://www.booking.com/,Share,Rajasthan,f29513632475646a571678b4b1ae7520,
"11, Ramanathan Street, Kilpauk, 600010 Chennai, India – Show map",chennai,India,,,,,,,13.07795589,,80.23622999,,,Elements Hostel,,,,8,Budget Double Room,Treebo Elan|FabHotel Nachiappa RA Puram,,,,http://www.booking.com/,Share,Tamil Nadu,c6eadaa5e34fa0cf0410d94206eeb90b,
"Umta Vadoo, Calangute Beach, 403516 Calangute, India – Show map",calangute,India,,,,,,,15.54696878,,73.75597358,,,Beach Villa Goa,,,,19,Villa with Private Pool,"Bogmallo Beach Resort|Keys Ronil Resort, Goa",,,,http://www.booking.com/,Share,Goa,60efd22ce6ac4e5d6f2e85bfd6c87b28,
"Xiimer, 403515 Candolim, India – Show map",candolim,India,,,,,,,15.52932077,,73.76474708,,,Cygnett Inn Celestiial,,,,20,Superior Double Room,"Golden Tulip Goa|Zense Resort|Lemon Tree Amarante Beach Resort, Goa",,,,http://www.booking.com/,Share,Goa,4ddc96b0a7911a9a822e5fdba7dd9b0f,
"B-33, Ganga Sagar Vaishali Nagar, 302021 Jaipur, India – Show map",jaipur,India,,,,,,,26.91510644,,75.73399732,,,Midas House,,,,3,Deluxe Double Room (2 Adults + 1 Child),Hotel Tip Top Plaza,,,,http://www.booking.com/,Share,Rajasthan,cda52b87ac006f8493629e247a3c73c6,
"Kulem, Dharbandora, 403410 Collem, India – Show map",collem,India,,,,,,,15.33739821,,74.24416244,,,Jungle Book Goa,,,,31,Tent with Fan,Dudhsagar Farmstay,,,,http://www.booking.com/,Share,Karnataka,c03a2bc00f34083e412ab18884dade68,
,kolkata,India,,,,,,,22.56380242,,88.37253713,,,,,,,,Tent,,,,,http://www.booking.com/,,West Bengal,252f5c5eaf02cd8c68d41cac6b15a0ea,
"Near Swami Madam,Kannuveedu Kadapuram,Kasargod, 671310 Payyannūr, India – Great location -",payyannūr,India,,,,,,,12.10467781,,75.15926778,,,Avisa Island House,,,,4,Standard Double Room,,,,,http://www.booking.com/,Share,Kerala,17ee87b210f0e5a60af347d7d65bc530,
"Colonels Beach Villa, Near Thumpoli Beach, Near Marari, 688008 Alleppey, India – Great location -",alleppey,India,,,,,,,9.522925083,,76.31113172,,,Colonels Beach Villa,,,,4,Standard Double or Twin Room,Tharavad Heritage|Alasr Heritage Home,,,,http://www.booking.com/,Share,Kerala,cfaf96905f94d1153a39492dff24a340,
"Near KSRTC Bus Stand, Alleppey, Kerala, 688001 Alleppey, India – Show map",alleppey,India,,,,,,,9.498621014,,76.35322094,,,Rain Dance HouseBoat,,,,2,Deluxe Suite,Nova Holidays Houseboat|Coconut Lagoon|Marvel Cruise,,,,http://www.booking.com/,Share,Kerala,9fcbe11b177f784be299f45f7a401c29,
"Gulbai Tektra Road, Ambawadi, Off C G Road, 380006 Ahmedabad, India – Show map",ahmedabad,India,,,,,,,23.02508533,,72.55422056,,,StayVista Premier at Panchavati Cross Rd,,,,8,Standard Double or Twin Room,"Regenta, Ahmedabad",,,,http://www.booking.com/,Share,Gujarat,a207927ede3d742a407f78a1bdb03a17,
"Conifer Chalet, Jiya Village, Bhunter Town, NH- 21, Kullu Manali Road, 175101 Shamshi, India – Show map",shamshi,India,,,,,,,31.90086242,,77.1442312,,,V Resorts Kullu,,,,4,Deluxe Cottage,Himalyan Kothi Kais|Hotel Shobla International,,,,http://www.booking.com/,Share,Himachal Pradesh,b778d219fccb921a62406292a0cde714,
"NH-21 VPO- Bhud,Tehsil Baddi,Solan, 173205 Baddi, India – Show map",baddi,India,,,,,,,30.95467431,,76.76951051,,,Apex Hotel,,,,39,Single Room with Bathroom,Savoy Greens,,,,http://www.booking.com/,Share,,eed34fd73fdb47204388754977fe0965,
"C/o B.C Plaza, Opposite Jandar Shoes, Motijheel, 842001 Muzaffarpur, India – Show map",muzaffarpur,India,,,,,,,26.1200563,,85.38428575,,,Hotel Shivam Inn,,,,20,Superior Double or Twin Room,Hotel Central Park,,,,http://www.booking.com/,Share,Bihar,a6d8ab2770fd8660f0cf28b283f98eee,
"OCM Mills G T Road Chehartta, 143001 Amritsar, India – Show map",amritsar,India,,,,,,,31.62953185,,74.80980009,,,Hotel Behl Regency,,,,16,Double Room with Private Bathroom,Backpacker's Nest|Hotel Hong Kong Inn|Hotel PR Residency,,,,http://www.booking.com/,Share,Punjab,898a377d22069fdd3579928028eb07a4,
"Hotel Majestica, 2-41/2/A, Sy.4, 2nd Floor, Pavan Priyanka Plaza, Kothaguda X Road, Kondapur,, Kondapur, 500084 Hyderabad, India – Show map",hyderabad,India,,,,,,,17.4607,,78.3664,,,FabHotel Majestica Inn Hitec City,,,,40,Deluxe Room,Siesta Hitech|Treebo Tara Residency|Blue Dawn Suites,,,,http://www.booking.com/,Share,Telangana,be402ff3f57f7b178f38d7e9a9647df7,Kondapur
"7 K&L Gold Valley Sector D,New Tungarili, 410101 Lonavala, India – Show map",lonavala,India,,,,,,,18.76302641,,73.39227945,,,Mount Castle,,,,3,Holiday Home,Aamby Valley City,,,,http://www.booking.com/,Share,Maharashtra,b4cd4a35c802452e243138d4a20edeee,
"No 7, Wallers Road, Mount Road, 600002 Chennai, India – Show map",chennai,India,,,,,,,13.07005828,,80.27050808,,,The Mount Regency,,,,30,Deluxe Double Room,Hotel Sorrento Guest house Anna Nagar|St Xavier Guest House|Marina Inn,,,,http://www.booking.com/,Share,Tamil Nadu,956bc0da92c14648dc66c949e5c32e01,
"Keoladeo Sanctuary Road, 321001 Bharatpur, India – Show map",bharatpur,India,,,,,,,27.19943302,,77.49698997,,,The Bharatpur Swaraj,,,,14,Standard Double Room,Hotel Sonar Haveli|Chandra Mahal Haveli- An Amritara Private Hideaway|Hotel Surya Vilas Palace,,,,http://www.booking.com/,Share,Rajasthan,09518510389fb3820f19b0f774df1aa0,
,kolkata,India,,,,,,,22.56380242,,88.37253713,,,,,,,,Deluxe Room,,,,,http://www.booking.com/,,West Bengal,a727c5d324ffe2109c0b41b560cebe3d,
"Pallathuruthy,Alleppey,Kerala, 688003 Alleppey, India – Show map",alleppey,India,,,,,,,9.445852767,,76.39962584,,,Butterfly Cruise HouseBoats,,,,2,Deluxe Twin Room,Soma House Boat|Alasr Heritage Home|Sreekrishna Houseboat C/o Sreekrishna ayurveda Panchakarma Centre,,,,http://www.booking.com/,Share,Kerala,c01f70cca37a7d9260ef74a3414b7ff4,
"Near BSF Chowk G.T Road, 144001 Jalandhar, India – Great location -",jalandhar,India,,,,,,,31.31108348,,75.60683301,,,Best Western Summerlea jalandhar,,,,42,Deluxe Double Room,Ramada Jalandhar City Center,,,,http://www.booking.com/,Share,Punjab,3e490a50e445d2ce93b9027d10c5ee75,
"Parijat Chowk Near Bishnoi Dhaba Railway Road, 125001 Hisār, India – Show map",hisār,India,,,,,,,29.16025501,,75.72121203,,,Hotel Paras,,,,14,Deluxe Double Room,Hotel Shadaab Inn,,,,http://www.booking.com/,Share,Haryana,cb366119508b80182a855a50f7bfd64d,
,mumbai,India,,,,,,,19.17949865,,72.85441071,,,,,,,,Deluxe Double Room,,,,,http://www.booking.com/,,Maharashtra,6d4c6cf384562e4e34cc20cb4225cb44,
"Bhojde Village, 362135 Sasan Gir, India – Great location -",sasan gir,India,,,,,,,21.14329823,,70.61609656,,,The Wilds Villa Gir,,,,6,Deluxe Double Room,Gir Jungle Lodge,,,,http://www.booking.com/,Share,Gujarat,6e41da7072b809188c50233a46397f92,
"SD-4A, Kabir Marg, Sen Colony, Bani Park, Jaipur, Rajasthan 302016, 302016 Jaipur, India – Show map",jaipur,India,,,,,,,26.92490891,,75.78761548,,,Vista Rooms At Bani Park,,,,4,Standard Double Room,"Treebo Signature Inn|Hotel Vimal Heritage|Zone By The Park , Bani Park Jaipur",,,,http://www.booking.com/,Share,Rajasthan,b58f571f4bbe50ca35bc01c04b50914b,
"Cleaveland Estate,Kattery Road,Kattery R.S.2,, 643102 Coonoor, India – Show map",coonoor,India,,,,,,,11.35677144,,76.78509951,,,Gulnaar Cottage:,,,,27,Three-Bedroom House,Vijayadeepa Guest House,,,,http://www.booking.com/,Share,Tamil Nadu,a056fab69c8826ca770997252c9884e7,
"Dharam Ganga Ghat, Parmarth Ashram, Sapt Sarovar, 249410 Haridwār, India – Great location -",haridwār,India,,,,,,,29.98257299,,78.19279144,,,Dharma Ganga Cottages,,,,24,River View Cottage,High Bank Peasant's Cottage,,,,http://www.booking.com/,Share,Uttarakhand,576c6db3dcd4e5454b51ee4d89f2d323,
"Ganga Gali, Gulab Bagh Road, Inside Udaipole,Udaipur, 313001 Udaipur, India – Show map",udaipur,India,,,,,,,24.57610028,,73.69695425,,,Hotel Uddhav Vilas,,,,19,Deluxe Double Room,Mahendra Prakash|Hotel Pratap Bhawan|Shiv Niwas Palace - Grand Heritage,,,,http://www.booking.com/,Share,Rajasthan,973c9b8a1591e6994c1a88d554dfde89,
"Casa Philomena,202,Near St Josephs High School, Naika Vaddo, 403516 Calangute, India – Show map",calangute,India,,,,,,,15.53854958,,73.76328828,,,Calangute Serviced Apartment,,,,31,Deluxe Family Room,,,,,http://www.booking.com/,Share,Goa,444b69324673d563192bce9f019e34c2,
"Floor 11, New Lake Palace Powai, Near Powai Vihar Complex, Powai, 400076 Mumbai, India – This neighbourhood is a great choice for travellers interested in alternative culture, city trips, and friendly people – Check location Show map",mumbai,India,,,,,,,19.11870278,,72.90201992,,,OYO Apartments Powai Lake View,,,,15,Deluxe Family Room,Treebo New Castle|Vivanta by Taj President,,,,http://www.booking.com/,Share,Maharashtra,3097d5d0f5017cb1cef5a89b049d9261,Powai
"348/1 , Raja Park, 302004 Jaipur, India – Show map",jaipur,India,,,,,,,26.89541926,,75.82872033,,,Hotel Anand Palace,,,,23,Deluxe Room,Ibis Jaipur|Holiday Inn Jaipur City Centre|Jaipur Marriott Hotel,,,,http://www.booking.com/,Share,Rajasthan,2b35b51bdf49f988de727e6444bf54eb,
"7-92, 3rd Floor, Y.N. Chambers, Habsiguda Main Road,Opp. Indian oil Petrol pump, Hyderabad., 500007 Hyderabad, India – Show map",hyderabad,India,,,,,,,17.41552763,,78.54550302,,,Narayana Residency,,,,13,Executive Room,Best Western Ashoka|The Park Hyderabad|Treebo GN International,,,,http://www.booking.com/,Share,Telangana,599bece880bc7a667133add0643a0166,
,calangute,India,,,,,,,15.55118934,,73.77336234,,,,,,,,Junior Suite with Terrace,,,,,http://www.booking.com/,,Goa,dc63f8e0af318078ead61c6604050c85,
"Binsar Road, Dinapani, 263601 Almora, India – Show map",almora,India,,,,,,,29.61104826,,79.67487931,,,Binsar Eco Resort,,,,32,Family Cottage,Neemrana's - Ramgarh Bungalows|Abode in Heaven,,,,http://www.booking.com/,Share,Uttarakhand,afb6b7e973de2974cc8b1b1ac93ce81e,
"Opp. Perpetual Wine Shop, Igrejwaddo, Canacona, 403702 Agonda, India – Great location -",agonda,India,,,,,,,15.03804499,,73.98948669,,,Agonda Waves,,,,1,Palm Cottages,Woodstock Village Bamboo Cottages|The Bay Agonda,,,,http://www.booking.com/,Share,Goa,f72d9d93e4a148ec82e265ba4e14190e,
"204 E, New Shahupuri, Near S.T. Stand, 416001 Kolhapur, India – Great location -",kolhapur,India,,,,,,,16.70598924,,74.24568057,,,Citrus Hotel Kolhapur,,,,38,Deluxe Double or Twin Room,Hotel Pearl|@ Greens Apartment,,,,http://www.booking.com/,Share,Maharashtra,49b32df7c8b47198726a28c84d3dda99,
"Swiss Hotel , Mallital, 263001 Nainital, India – Great location -",nainital,India,,,,,,,29.3919386,,79.46032673,,,Swiss Cottage,,,,26,Deluxe Double Room,Capri Hotel|Neemrana's - Ramgarh Bungalows,,,,http://www.booking.com/,Share,Uttarakhand,90c3d833beb2ac1d067ceb9aa3a09416,
,varkala,India,,,,,,,8.737378489,,76.71618699,,,,,,,,Deluxe Double Room,,,,,http://www.booking.com/,,Kerala,0eb6911676a8d81d6edd152de0f41ef2,
"181C, Eshwarpuri Colony, P.O.Sainikpuri, 500094 Secunderābād, India – Show map",secunderābād,India,,,,,,,17.49079001,,78.54800284,,,Fiesta Home,,,,25,Holiday Home,Best Western Ashoka,,,,http://www.booking.com/,Share,Telangana,de5d0794952099e1bedf343c80a5a827,
"Behind Durga Bhawan, Arli Road, Vaishno Devi, 182301 Katra, India – Show map",katra,India,,,,,,,32.98948864,,74.93359208,,,Hotel Vishal International,,,,34,Deluxe Double Room,K C Residency|Hotel Maa Saraswati,,,,http://www.booking.com/,Share,Jammu & Kashmir,77c71d09dcec543f5bb0dd35e42363f8,
"Basera 181/182, Shaheed Bhagat Singh Road, Opp. Gurudwara, Near Chakala Metro Station, J.B. Nagar, Andheri (East), 400059 Mumbai, India – Show map",mumbai,India,,,,,,,19.1117182,,72.86557943,,,FabHotel Midaas Comforts,,,,10,Standard Double Room,FabHotel Address Inn|Residency Hotel Fort|Golden Chariot The Boutique Hotel,,,,http://www.booking.com/,Share,Maharashtra,ec27fa5981a739dd50b0e171549828f5,
"204 E, New Shahupuri, Near S.T. Stand, 416001 Kolhapur, India – Great location -",kolhapur,India,,,,,,,16.70598924,,74.24568057,,,Citrus Hotel Kolhapur,,,,38,Deluxe Double or Twin Room,Sayaji Hotel|@ Greens Apartment,,,,http://www.booking.com/,Share,Maharashtra,8e309785bab3ac215c8d748a63f5516c,
"30, Ashtvinayak Nagar, HSG Society, Pachgaon | Near Rk Nagar, 416013 Kolhapur, India – Great location -",kolhapur,India,,,,,,,16.65776818,,74.24272478,,,Karkare Holiday Home,,,,28,Economy Single Room,Vista Rooms at Dabholkar Corner,,,,http://www.booking.com/,Share,Maharashtra,d0ca67e82b8b8b7a0e855c0038bf725b,
"M.G Road , Pallimukku, Cochin, Ernakulam, 682016 Cochin, India – This neighbourhood is a great choice for travellers interested in nature, scenery, and relaxation – Check location Show map",cochin,India,,,,,,,9.964407217,,76.28700256,,,Hotel Park Royale,,,,25,Deluxe Double Room A/c,Keys Hotel Kochi|Hotel Hamilton,,,,http://www.booking.com/,Share,Kerala,6627f8137bd0250e694815ba2e1e9495,Ernakulam
"5 Swarnalata Street, Ballygunge, 700029 Kolkata, India – This neighbourhood is a great choice for travellers interested in art, museums, and food – Check location Show map",kolkata,India,,,,,,,22.52495859,,88.3529786,,,Little Green Sarat Bose Road,,,,27,Deluxe Room,Hotel Eastern Plaza|Treebo Globe International,,,,http://www.booking.com/,Share,West Bengal,321889d7c695c3440ad0e3850e71c370,Ballygunge
"Ladowali Rd Opposite Circle Education Office, Arjun Nagar, 144001 Jalandhar, India – Show map",jalandhar,India,,,,,,,31.32418064,,75.5919084,,,AGI Inn,,,,24,Deluxe Double Room,Ambassador Hotel|Leo Fort Hotel,,,,http://www.booking.com/,Share,Punjab,1c52ac0f17e1d8294b2c9d0272549db7,
"A:4/2 Bittangala Village, Virajpet Taluk,, 571218 Virajpet, India – Show map",virajpet,India,,,,,,,12.18377083,,75.83276961,,,Coorg Adventure Club,,,,28,Single Bed in Mixed Dormitory Room,Misty Villa Estate Stay,,,,http://www.booking.com/,Share,Karnataka,febea710b1278450cc204f3229a11f78,
,mumbai,India,,,,,,,19.17949865,,72.85306424,,,,,,,,Quadruple Room,,,,,http://www.booking.com/,,Maharashtra,3c5b0d58d3c95bc5edad4a8aa370e18b,
,jaipur,India,,,,,,,26.91543149,,75.70621043,,,,,,,,Deluxe Double Room,,,,,http://www.booking.com/,,Rajasthan,1975b46f187de43d6d4f5c5f700242db,
,new delhi,India,,,,,,,28.58636595,,77.18994569,,,,,,,,Deluxe Double Room,,,,,http://www.booking.com/,,Delhi NCR,9411f9ac3a956f432b484c92c207c42f,
"Jodhpur Road, 305901 Beāwar, India – Show map",beāwar,India,,,,,,,26.096226,,74.30265605,,,Hotel Raj Mahal,,,,47,Deluxe Room,Hotel Surya Mahal,,,,http://www.booking.com/,Share,Rajasthan,a19a24fc2bf53625d888dc2715b23ce8,
"Dimond Plaza, Near Asha Square, 414001 Ahmadnagar, India – Show map",ahmadnagar,India,,,,,,,19.0903575,,74.73562503,,,Sai Ashirwad Lodge,,,,15,Deluxe Double Room,Hotel Panchsheel,,,,http://www.booking.com/,Share,Maharashtra,09b30c5391e6832a80fabd90b6077995,
"9,Khandela House,Sansar chandera Road,Behind Amber Tower, 302001 Jaipur, India – Show map",jaipur,India,,,,,,,26.92036505,,75.80429345,,,Hotel Vijeet Palace,,,,21,Standard Double Room with Fan,Hotel Kalyan|Hotel Sugandh Retreat|Vinayak Guest House,,,,http://www.booking.com/,Share,Rajasthan,2f495c1ff3ce21ed1b0ae1279ed9d57b,
"No. 15, Modern Society, Wardha Road Nagpur, Maharashtra, 440025 Nagpur, India – Show map",nagpur,India,,,,,,,21.08505191,,79.06363606,,,Vista Rooms at Nagpur Airport,,,,4,Superior Double Room,The Legend Inn @Nagpur|Urban Hermitage,,,,http://www.booking.com/,Share,Maharashtra,6cb6cd844b3cf3b2655ec9798bfc66cf,
"No 180/2 Auroville Main Road, Edaiyanchavadi, 605101 Auroville, India – Great location -",auroville,India,,,,,,,11.99763675,,79.80172098,,,Green's Guesthouse,,,,3,Family Suite,Le Chateau|La Maison Radha,,,,http://www.booking.com/,Share,Tamil Nadu,cc84eddfa93d049a9dbb17dbca089d85,
"Vittaldas Wado, Near Naga Cottages, 403512 Morjim, India – Show map",morjim,India,,,,,,,15.62588631,,73.73112023,,,Pleasure Beach Resort,,,,30,Standard Double Room with Fan,"Cactus Guesthouse|Ivon Guest House, Arambol Beach|Coco Goa",,,,http://www.booking.com/,Share,Goa,1fbf71098087898fc301c810f4714c79,
,varkala,India,,,,,,,8.737378489,,76.71618699,,,,,,,,Superior Double Room,,,,,http://www.booking.com/,,Kerala,bc4105ca56d30a936127afea69826603,
"gate no 12 builvard road dal lake opp pass port office goona land kashmir, 190001 Srinagar, India – Show map",srinagar,India,,,,,,,34.08749555,,74.84101027,,,Kings Throne House boats,,,,7,Superior Double Room,,,,,http://www.booking.com/,Share,Jammu & Kashmir,92e8dc664f301cb659fd08aa53cc8ec1,
"204 E, New Shahupuri, Near S.T. Stand, 416001 Kolhapur, India – Great location -",kolhapur,India,,,,,,,16.70598924,,74.24568057,,,Citrus Hotel Kolhapur,,,,38,Deluxe Double or Twin Room,Sayaji Hotel|@ Greens Apartment,,,,http://www.booking.com/,Share,Maharashtra,9133814bfc7e78aacc2c8c42f5aecb9d,
"Thar resort sam, 345001 Sām, India – Show map",sām,India,,,,,,,26.86772869,,70.56522846,,,Thar resort,,,,25,Tent,Le Royal Camps,,,,http://www.booking.com/,Share,Rajasthan,725c516897ad539fab9e43760373e815,
"plot no 33/34, SSI Cidco Rd Town Center, M G M Aurangabad, Maharashtra, 431006 Aurangabad, India – Show map",aurangabad,India,,,,,,,19.87828731,,75.36117623,,,Vista Rooms At M.G.M College,,,,2,Standard Double Room,Hotel Shree Maya,,,,http://www.booking.com/,Share,Maharashtra,31fa86d29409f2fe38f8b6ad8f2123b8,
,anjuna,India,,,,,,,15.58467618,,73.75100881,,,,,,,,Standard Double Room,,,,,http://www.booking.com/,,Goa,eb4ac4225be5882400edf77099b063d1,
"Colonels Beach Villa, Near Thumpoli Beach, Near Marari, 688008 Alleppey, India – Great location -",alleppey,India,,,,,,,9.522925083,,76.31113172,,,Colonels Beach Villa,,,,4,Standard Double or Twin Room,Tharavad Heritage|Alasr Heritage Home,,,,http://www.booking.com/,Share,Kerala,afef395f7f7fd189cfd3dfc265bbe2c6,
"Parijat Chowk Near Bishnoi Dhaba Railway Road, 125001 Hisār, India – Show map",hisār,India,,,,,,,29.16025501,,75.72121203,,,Hotel Paras,,,,14,Deluxe Double Room,Hotel Shadaab Inn,,,,http://www.booking.com/,Share,Haryana,cfe685a628484f00202b7cb7af594ee9,
